rank,topic_id,topic,score,status,stated_parent,stated_share,plurality_parent,plurality_share,neighbour_count,input_sha256
2700,T10559,Particle Accelerators and Free-Electron Lasers,0.0,insufficient_evidence,Electrical and Electronic Engineering,0.0,Archeology,0.25,4,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2701,T10560,Diabetes Management and Research,0.0,consistent,"Endocrinology, Diabetes and Metabolism",0.5066666666666667,"Endocrinology, Diabetes and Metabolism",0.5066666666666667,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2702,T10561,Educational Research and Methods,0.0,consistent,Education,0.3714285714285714,Education,0.3714285714285714,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2703,T10562,Total Knee Arthroplasty Outcomes,0.0,consistent,Surgery,0.4222222222222222,Surgery,0.4222222222222222,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2704,T10563,Corneal surgery and disorders,0.0,insufficient_evidence,"Radiology, Nuclear Medicine and Imaging",0.0,Ophthalmology,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2705,T10566,Laser-Matter Interactions and Applications,0.0,consistent,"Atomic and Molecular Physics, and Optics",0.3,"Atomic and Molecular Physics, and Optics",0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2706,T10571,Robotic Mechanisms and Dynamics,0.0,consistent,Control and Systems Engineering,0.28,Control and Systems Engineering,0.28,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2707,T10572,Geophysical and Geoelectrical Methods,0.0,insufficient_evidence,Geophysics,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2708,T10574,Crime Patterns and Interventions,0.0,consistent,Sociology and Political Science,0.3,Sociology and Political Science,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2709,T10575,Wireless Communication Networks Research,0.0,consistent,Computer Networks and Communications,0.5818181818181818,Computer Networks and Communications,0.5818181818181818,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2710,T10577,Hydrology and Sediment Transport Processes,0.0,consistent,Ecology,0.42857142857142855,Ecology,0.42857142857142855,7,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2711,T10578,Supramolecular Chemistry and Complexes,0.0,insufficient_evidence,Organic Chemistry,0.18,Molecular Biology,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2712,T10579,Cognitive Radio Networks and Spectrum Sensing,0.0,consistent,Computer Networks and Communications,0.5,Computer Networks and Communications,0.5,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2713,T10580,Immunotherapy and Immune Responses,0.0,consistent,Immunology,0.2,Immunology,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2714,T10589,Early Childhood Education and Development,0.0,consistent,Education,0.2545454545454545,Education,0.2545454545454545,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2715,T10590,Chalcogenide Semiconductor Thin Films,0.0,consistent,Electrical and Electronic Engineering,0.23333333333333334,Electrical and Electronic Engineering,0.23333333333333334,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2716,T10592,Fusion materials and technologies,0.0,insufficient_evidence,Materials Chemistry,0.0,Mechanics of Materials,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2717,T10593,Bacterial biofilms and quorum sensing,0.0,insufficient_evidence,Molecular Biology,0.08181818181818182,Applied Microbiology and Biotechnology,0.17272727272727273,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2718,T10594,Genetic and phenotypic traits in livestock,0.0,consistent,Genetics,0.509090909090909,Genetics,0.509090909090909,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2719,T10595,Medieval Literature and History,0.0,consistent,Classics,0.23880597014925373,Classics,0.23880597014925373,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2720,T10597,Nuclear reactor physics and engineering,0.0,insufficient_evidence,Aerospace Engineering,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2721,T10598,Cardiac pacing and defibrillation studies,0.0,consistent,Cardiology and Cardiovascular Medicine,0.46,Cardiology and Cardiovascular Medicine,0.46,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2722,T10599,Reconstructive Surgery and Microvascular Techniques,0.0,consistent,Surgery,0.46,Surgery,0.46,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2723,T10600,Reproductive Health and Contraception,0.0,insufficient_evidence,"Public Health, Environmental and Occupational Health",0.24324324324324326,General Health Professions,0.5135135135135135,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2724,T10603,Smart Grid Energy Management,0.0,consistent,Electrical and Electronic Engineering,0.2153846153846154,Electrical and Electronic Engineering,0.2153846153846154,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2725,T10604,RNA Research and Splicing,0.0,insufficient_evidence,Molecular Biology,0.0,"Electronic, Optical and Magnetic Materials",1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2726,T10607,Magnetic and transport properties of perovskites and related materials,0.0,consistent,"Electronic, Optical and Magnetic Materials",0.3333333333333333,"Electronic, Optical and Magnetic Materials",0.3333333333333333,9,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2727,T10608,Neurogenesis and neuroplasticity mechanisms,0.0,consistent,Developmental Neuroscience,0.16666666666666666,Developmental Neuroscience,0.16666666666666666,6,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2728,T10609,Digital Marketing and Social Media,0.0,consistent,Sociology and Political Science,0.2,Sociology and Political Science,0.2,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2729,T10610,Advanced Cellulose Research Studies,0.0,insufficient_evidence,Biomaterials,0.18,Building and Construction,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2730,T10612,Magnetism in coordination complexes,0.0,insufficient_evidence,"Electronic, Optical and Magnetic Materials",0.0,Molecular Biology,0.2,5,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2731,T10614,Transcranial Magnetic Stimulation Studies,0.0,consistent,Neurology,0.16666666666666666,Neurology,0.16666666666666666,6,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2732,T10615,Granular flow and fluidized beds,0.0,consistent,Computational Mechanics,0.125,Computational Mechanics,0.125,8,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2733,T10617,Cellular transport and secretion,0.0,insufficient_evidence,Cell Biology,1.0,Cell Biology,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2734,T10619,Esophageal Cancer Research and Treatment,0.0,insufficient_evidence,Surgery,0.0,History,0.1357142857142857,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2735,T10621,Gene Regulatory Network Analysis,0.0,consistent,Molecular Biology,0.3333333333333333,Molecular Biology,0.3333333333333333,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2736,T10622,Quantum Mechanics and Applications,0.0,consistent,"Atomic and Molecular Physics, and Optics",0.6,"Atomic and Molecular Physics, and Optics",0.6,5,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2737,T10624,Silicon and Solar Cell Technologies,0.0,consistent,Electrical and Electronic Engineering,0.38333333333333336,Electrical and Electronic Engineering,0.38333333333333336,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2738,T10627,Advanced Image and Video Retrieval Techniques,0.0,consistent,Computer Vision and Pattern Recognition,0.4,Computer Vision and Pattern Recognition,0.4,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2739,T10628,China's Socioeconomic Reforms and Governance,0.0,consistent,Political Science and International Relations,0.37777777777777777,Political Science and International Relations,0.37777777777777777,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2740,T10630,Orthopedic Surgery and Rehabilitation,0.0,insufficient_evidence,Surgery,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2741,T10635,Hydraulic Fracturing and Reservoir Analysis,0.0,insufficient_evidence,Mechanical Engineering,0.0,Global and Planetary Change,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2742,T10637,Advanced Clustering Algorithms Research,0.0,consistent,Artificial Intelligence,0.32926829268292684,Artificial Intelligence,0.32926829268292684,8,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2743,T10638,Optical measurement and interference techniques,0.0,insufficient_evidence,Computer Vision and Pattern Recognition,0.0,Environmental Engineering,0.5,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2744,T10639,Advanced Software Engineering Methodologies,0.0,insufficient_evidence,Artificial Intelligence,0.0,Human-Computer Interaction,0.3333333333333333,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2745,T10640,Spectroscopy and Chemometric Analyses,0.0,insufficient_evidence,Analytical Chemistry,0.0,"Radiology, Nuclear Medicine and Imaging",0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2746,T10641,Central Venous Catheters and Hemodialysis,0.0,insufficient_evidence,Emergency Medical Services,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2747,T10643,Marine and coastal plant biology,0.0,consistent,Oceanography,0.28,Oceanography,0.28,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2748,T10649,Multiple Myeloma Research and Treatments,0.0,insufficient_evidence,Hematology,0.0,Molecular Biology,0.3333333333333333,3,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2749,T10650,Food Drying and Modeling,0.0,insufficient_evidence,Food Science,0.0,Biotechnology,0.1,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2750,T10651,"IPv6, Mobility, Handover, Networks, Security",0.0,insufficient_evidence,Electrical and Electronic Engineering,0.0,Computer Networks and Communications,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2751,T10654,Pneumonia and Respiratory Infections,0.0,consistent,Epidemiology,0.2111111111111111,Epidemiology,0.2111111111111111,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2752,T10655,GNSS positioning and interference,0.0,insufficient_evidence,Aerospace Engineering,0.5,Aerospace Engineering,0.5,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2753,T10656,Child and Animal Learning Development,0.0,consistent,Developmental and Educational Psychology,0.2545454545454545,Developmental and Educational Psychology,0.2545454545454545,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2754,T10657,Topological Materials and Phenomena,0.0,insufficient_evidence,"Atomic and Molecular Physics, and Optics",0.0,Condensed Matter Physics,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2755,T10661,biodegradable polymer synthesis and properties,0.0,consistent,Biomaterials,0.5466666666666666,Biomaterials,0.5466666666666666,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2756,T10662,Ultrasonics and Acoustic Wave Propagation,0.0,consistent,Mechanics of Materials,0.25,Mechanics of Materials,0.25,8,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2757,T10664,Sentiment Analysis and Opinion Mining,0.0,consistent,Artificial Intelligence,0.23157894736842102,Artificial Intelligence,0.23157894736842102,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2758,T10666,Photonic Crystals and Applications,0.0,consistent,"Atomic and Molecular Physics, and Optics",0.25,"Atomic and Molecular Physics, and Optics",0.25,8,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2759,T10669,Freshwater macroinvertebrate diversity and ecology,0.0,consistent,Ecology,0.1,Ecology,0.1,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2760,T10674,School Choice and Performance,0.0,consistent,Education,0.3,Education,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2761,T10679,Service-Oriented Architecture and Web Services,0.0,insufficient_evidence,Information Systems,0.0,Information Systems and Management,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2762,T10681,Rare-earth and actinide compounds,0.0,consistent,Condensed Matter Physics,0.2222222222222222,Condensed Matter Physics,0.2222222222222222,9,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2763,T10682,Quantum Computing Algorithms and Architecture,0.0,insufficient_evidence,Artificial Intelligence,0.0,"Atomic and Molecular Physics, and Optics",1.0,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2764,T10683,Mass Spectrometry Techniques and Applications,0.0,consistent,Spectroscopy,0.19,Spectroscopy,0.19,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2765,T10684,Acute Kidney Injury Research,0.0,insufficient_evidence,Nephrology,0.21345291479820627,Epidemiology,0.23004484304932737,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2766,T10685,Viral-associated cancers and disorders,0.0,consistent,Oncology,0.3,Oncology,0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2767,T10686,Effects and risks of endocrine disrupting chemicals,0.0,consistent,"Health, Toxicology and Mutagenesis",0.3,"Health, Toxicology and Mutagenesis",0.3,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2768,T10688,Image and Signal Denoising Methods,0.0,consistent,Computer Vision and Pattern Recognition,0.39999999999999997,Computer Vision and Pattern Recognition,0.39999999999999997,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2769,T10690,Vibration Control and Rheological Fluids,0.0,insufficient_evidence,Civil and Structural Engineering,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2770,T10696,Gastric Cancer Management and Outcomes,0.0,consistent,Pulmonary and Respiratory Medicine,0.35625,Pulmonary and Respiratory Medicine,0.35625,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2771,T10698,Transportation Planning and Optimization,0.0,consistent,Transportation,0.28,Transportation,0.28,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2772,T10699,Primate Behavior and Ecology,0.0,insufficient_evidence,Social Psychology,0.0,General Arts and Humanities,0.14615384615384616,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2773,T10700,Metal Forming Simulation Techniques,0.0,insufficient_evidence,Mechanical Engineering,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2774,T10701,Radical Photochemical Reactions,0.0,consistent,Organic Chemistry,0.4,Organic Chemistry,0.4,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2775,T10703,Business Process Modeling and Analysis,0.0,insufficient_evidence,Management Information Systems,0.0,,0,0,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2776,T10704,Advancements in Transdermal Drug Delivery,0.0,insufficient_evidence,Pharmaceutical Science,0.0,Speech and Hearing,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2777,T10705,Additive Manufacturing Materials and Processes,0.0,consistent,Mechanical Engineering,0.6,Mechanical Engineering,0.6,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2778,T10707,Cellular and Composite Structures,0.0,consistent,Mechanical Engineering,0.37,Mechanical Engineering,0.37,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2779,T10708,Mindfulness and Compassion Interventions,0.0,consistent,Clinical Psychology,0.37,Clinical Psychology,0.37,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2780,T10711,Target Tracking and Data Fusion in Sensor Networks,0.0,consistent,Artificial Intelligence,0.2857142857142857,Artificial Intelligence,0.2857142857142857,7,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2781,T10713,Structural Load-Bearing Analysis,0.0,insufficient_evidence,Civil and Structural Engineering,0.5,Civil and Structural Engineering,0.5,2,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2782,T10715,Distributed and Parallel Computing Systems,0.0,consistent,Computer Networks and Communications,0.36,Computer Networks and Communications,0.36,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2783,T10716,Soil and Unsaturated Flow,0.0,insufficient_evidence,Civil and Structural Engineering,0.0,Waste Management and Disposal,1.0,1,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2784,T10717,Aluminum Alloys Composites Properties,0.0,consistent,Mechanical Engineering,0.525,Mechanical Engineering,0.525,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2785,T10718,Political Philosophy and Ethics,0.0,consistent,Political Science and International Relations,0.41052631578947363,Political Science and International Relations,0.41052631578947363,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2786,T10720,Complexity and Algorithms in Graphs,0.0,consistent,Computational Theory and Mathematics,0.34146341463414637,Computational Theory and Mathematics,0.34146341463414637,8,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
2787,T10721,Surfactants and Colloidal Systems,0.0,consistent,Organic Chemistry,0.2545454545454545,Organic Chemistry,0.2545454545454545,10,c40c446d67677ec9cd52894674fdbe8fd0fcc99a53d29111368043c09db08409
